air_temp,soil_temp,humidity,moisture,rainfall,crop,crop_season,season_encoded,query_season,query_season_encoded,is_correct_season
25.19008683,30.32415670650731,60.2001687,44.52634794156706,72.12375573,maize,monsoon,2,year-round,3,0
18.25405352,30.32415670650731,55.28220433,44.52634794156706,63.72358154,maize,monsoon,2,winter,0,0
18.25405352,30.32415670650731,55.28220433,44.52634794156706,63.72358154,maize,monsoon,2,summer,1,0
18.25405352,30.32415670650731,55.28220433,44.52634794156706,63.72358154,maize,monsoon,2,monsoon,2,1
18.25405352,30.32415670650731,55.28220433,44.52634794156706,63.72358154,maize,monsoon,2,year-round,3,0
24.6129118,30.32415670650731,70.4162444,44.52634794156706,104.1626147,maize,monsoon,2,winter,0,0
24.6129118,30.32415670650731,70.4162444,44.52634794156706,104.1626147,maize,monsoon,2,summer,1,0
24.6129118,30.32415670650731,70.4162444,44.52634794156706,104.1626147,maize,monsoon,2,monsoon,2,1
24.6129118,30.32415670650731,70.4162444,44.52634794156706,104.1626147,maize,monsoon,2,year-round,3,0
25.1420613,30.32415670650731,65.26185135,44.52634794156706,76.68456006,maize,monsoon,2,winter,0,0
25.1420613,30.32415670650731,65.26185135,44.52634794156706,76.68456006,maize,monsoon,2,summer,1,0
25.1420613,30.32415670650731,65.26185135,44.52634794156706,76.68456006,maize,monsoon,2,monsoon,2,1
25.1420613,30.32415670650731,65.26185135,44.52634794156706,76.68456006,maize,monsoon,2,year-round,3,0
23.09348056,30.32415670650731,60.1159381,44.52634794156706,65.49730729,maize,monsoon,2,winter,0,0
23.09348056,30.32415670650731,60.1159381,44.52634794156706,65.49730729,maize,monsoon,2,summer,1,0
23.09348056,30.32415670650731,60.1159381,44.52634794156706,65.49730729,maize,monsoon,2,monsoon,2,1
23.09348056,30.32415670650731,60.1159381,44.52634794156706,65.49730729,maize,monsoon,2,year-round,3,0
18.05033737,30.32415670650731,62.89366992,44.52634794156706,84.23613484,maize,monsoon,2,winter,0,0
18.05033737,30.32415670650731,62.89366992,44.52634794156706,84.23613484,maize,monsoon,2,summer,1,0
18.05033737,30.32415670650731,62.89366992,44.52634794156706,84.23613484,maize,monsoon,2,monsoon,2,1
18.05033737,30.32415670650731,62.89366992,44.52634794156706,84.23613484,maize,monsoon,2,year-round,3,0
24.9321581,30.32415670650731,73.80435276,44.52634794156706,79.74078719,maize,monsoon,2,winter,0,0
24.9321581,30.32415670650731,73.80435276,44.52634794156706,79.74078719,maize,monsoon,2,summer,1,0
24.9321581,30.32415670650731,73.80435276,44.52634794156706,79.74078719,maize,monsoon,2,monsoon,2,1
24.9321581,30.32415670650731,73.80435276,44.52634794156706,79.74078719,maize,monsoon,2,year-round,3,0
18.14710054,30.32415670650731,71.09445342,44.52634794156706,88.07753741,maize,monsoon,2,winter,0,0
18.14710054,30.32415670650731,71.09445342,44.52634794156706,88.07753741,maize,monsoon,2,summer,1,0
18.14710054,30.32415670650731,71.09445342,44.52634794156706,88.07753741,maize,monsoon,2,monsoon,2,1
18.14710054,30.32415670650731,71.09445342,44.52634794156706,88.07753741,maize,monsoon,2,year-round,3,0
18.28362235,30.32415670650731,66.65952796,44.52634794156706,80.97573281,maize,monsoon,2,winter,0,0
18.28362235,30.32415670650731,66.65952796,44.52634794156706,80.97573281,maize,monsoon,2,summer,1,0
18.28362235,30.32415670650731,66.65952796,44.52634794156706,80.97573281,maize,monsoon,2,monsoon,2,1
18.28362235,30.32415670650731,66.65952796,44.52634794156706,80.97573281,maize,monsoon,2,year-round,3,0
18.83344471,30.32415670650731,58.75082029,44.52634794156706,79.7532896,maize,monsoon,2,winter,0,0
18.83344471,30.32415670650731,58.75082029,44.52634794156706,79.7532896,maize,monsoon,2,summer,1,0
18.83344471,30.32415670650731,58.75082029,44.52634794156706,79.7532896,maize,monsoon,2,monsoon,2,1
18.83344471,30.32415670650731,58.75082029,44.52634794156706,79.7532896,maize,monsoon,2,year-round,3,0
25.71895816,30.32415670650731,67.22190688,44.52634794156706,74.51490791,maize,monsoon,2,winter,0,0
25.71895816,30.32415670650731,67.22190688,44.52634794156706,74.51490791,maize,monsoon,2,summer,1,0
25.71895816,30.32415670650731,67.22190688,44.52634794156706,74.51490791,maize,monsoon,2,monsoon,2,1
25.71895816,30.32415670650731,67.22190688,44.52634794156706,74.51490791,maize,monsoon,2,year-round,3,0
25.33797709,30.32415670650731,68.49835977,44.52634794156706,96.46380213,maize,monsoon,2,winter,0,0
25.33797709,30.32415670650731,68.49835977,44.52634794156706,96.46380213,maize,monsoon,2,summer,1,0
25.33797709,30.32415670650731,68.49835977,44.52634794156706,96.46380213,maize,monsoon,2,monsoon,2,1
25.33797709,30.32415670650731,68.49835977,44.52634794156706,96.46380213,maize,monsoon,2,year-round,3,0
23.89114571,30.32415670650731,57.48775781,44.52634794156706,102.8301942,maize,monsoon,2,winter,0,0
23.89114571,30.32415670650731,57.48775781,44.52634794156706,102.8301942,maize,monsoon,2,summer,1,0
23.89114571,30.32415670650731,57.48775781,44.52634794156706,102.8301942,maize,monsoon,2,monsoon,2,1
23.89114571,30.32415670650731,57.48775781,44.52634794156706,102.8301942,maize,monsoon,2,year-round,3,0
21.53574127,30.32415670650731,71.50905983,44.52634794156706,102.4852929,maize,monsoon,2,winter,0,0
21.53574127,30.32415670650731,71.50905983,44.52634794156706,102.4852929,maize,monsoon,2,summer,1,0
21.53574127,30.32415670650731,71.50905983,44.52634794156706,102.4852929,maize,monsoon,2,monsoon,2,1
21.53574127,30.32415670650731,71.50905983,44.52634794156706,102.4852929,maize,monsoon,2,year-round,3,0
23.08974909,30.32415670650731,63.10459626,44.52634794156706,70.43473609,maize,monsoon,2,winter,0,0
23.08974909,30.32415670650731,63.10459626,44.52634794156706,70.43473609,maize,monsoon,2,summer,1,0
23.08974909,30.32415670650731,63.10459626,44.52634794156706,70.43473609,maize,monsoon,2,monsoon,2,1
23.08974909,30.32415670650731,63.10459626,44.52634794156706,70.43473609,maize,monsoon,2,year-round,3,0
25.61707368,30.32415670650731,63.4711755,44.52634794156706,108.8303762,maize,monsoon,2,winter,0,0
25.61707368,30.32415670650731,63.4711755,44.52634794156706,108.8303762,maize,monsoon,2,summer,1,0
25.61707368,30.32415670650731,63.4711755,44.52634794156706,108.8303762,maize,monsoon,2,monsoon,2,1
25.61707368,30.32415670650731,63.4711755,44.52634794156706,108.8303762,maize,monsoon,2,year-round,3,0
21.44526922,30.32415670650731,63.1621551,44.52634794156706,65.88951188,maize,monsoon,2,winter,0,0
21.44526922,30.32415670650731,63.1621551,44.52634794156706,65.88951188,maize,monsoon,2,summer,1,0
21.44526922,30.32415670650731,63.1621551,44.52634794156706,65.88951188,maize,monsoon,2,monsoon,2,1
21.44526922,30.32415670650731,63.1621551,44.52634794156706,65.88951188,maize,monsoon,2,year-round,3,0
18.51816776,30.32415670650731,55.53128131,44.52634794156706,90.988051,maize,monsoon,2,winter,0,0
18.51816776,30.32415670650731,55.53128131,44.52634794156706,90.988051,maize,monsoon,2,summer,1,0
18.51816776,30.32415670650731,55.53128131,44.52634794156706,90.988051,maize,monsoon,2,monsoon,2,1
18.51816776,30.32415670650731,55.53128131,44.52634794156706,90.988051,maize,monsoon,2,year-round,3,0
22.53510514,30.32415670650731,67.99257471,44.52634794156706,64.40866039,maize,monsoon,2,winter,0,0
22.53510514,30.32415670650731,67.99257471,44.52634794156706,64.40866039,maize,monsoon,2,summer,1,0
22.53510514,30.32415670650731,67.99257471,44.52634794156706,64.40866039,maize,monsoon,2,monsoon,2,1
22.53510514,30.32415670650731,67.99257471,44.52634794156706,64.40866039,maize,monsoon,2,year-round,3,0
23.02038334,30.32415670650731,61.89472002,44.52634794156706,63.03843397,maize,monsoon,2,winter,0,0
23.02038334,30.32415670650731,61.89472002,44.52634794156706,63.03843397,maize,monsoon,2,summer,1,0
23.02038334,30.32415670650731,61.89472002,44.52634794156706,63.03843397,maize,monsoon,2,monsoon,2,1
23.02038334,30.32415670650731,61.89472002,44.52634794156706,63.03843397,maize,monsoon,2,year-round,3,0
24.89364635,30.32415670650731,65.61418761,44.52634794156706,87.9298085,maize,monsoon,2,winter,0,0
24.89364635,30.32415670650731,65.61418761,44.52634794156706,87.9298085,maize,monsoon,2,summer,1,0
24.89364635,30.32415670650731,65.61418761,44.52634794156706,87.9298085,maize,monsoon,2,monsoon,2,1
24.89364635,30.32415670650731,65.61418761,44.52634794156706,87.9298085,maize,monsoon,2,year-round,3,0
25.77175115,30.32415670650731,74.089114,44.52634794156706,107.4931917,maize,monsoon,2,winter,0,0
25.77175115,30.32415670650731,74.089114,44.52634794156706,107.4931917,maize,monsoon,2,summer,1,0
25.77175115,30.32415670650731,74.089114,44.52634794156706,107.4931917,maize,monsoon,2,monsoon,2,1
25.77175115,30.32415670650731,74.089114,44.52634794156706,107.4931917,maize,monsoon,2,year-round,3,0
19.39851734,30.32415670650731,62.35750641,44.52634794156706,60.95197486,maize,monsoon,2,winter,0,0
19.39851734,30.32415670650731,62.35750641,44.52634794156706,60.95197486,maize,monsoon,2,summer,1,0
19.39851734,30.32415670650731,62.35750641,44.52634794156706,60.95197486,maize,monsoon,2,monsoon,2,1
19.39851734,30.32415670650731,62.35750641,44.52634794156706,60.95197486,maize,monsoon,2,year-round,3,0
21.54156232,30.32415670650731,59.64024162,44.52634794156706,109.7515385,maize,monsoon,2,winter,0,0
21.54156232,30.32415670650731,59.64024162,44.52634794156706,109.7515385,maize,monsoon,2,summer,1,0
21.54156232,30.32415670650731,59.64024162,44.52634794156706,109.7515385,maize,monsoon,2,monsoon,2,1
21.54156232,30.32415670650731,59.64024162,44.52634794156706,109.7515385,maize,monsoon,2,year-round,3,0
23.79746068,30.32415670650731,74.82913698,44.52634794156706,91.76337172,maize,monsoon,2,winter,0,0
23.79746068,30.32415670650731,74.82913698,44.52634794156706,91.76337172,maize,monsoon,2,summer,1,0
23.79746068,30.32415670650731,74.82913698,44.52634794156706,91.76337172,maize,monsoon,2,monsoon,2,1
23.79746068,30.32415670650731,74.82913698,44.52634794156706,91.76337172,maize,monsoon,2,year-round,3,0
18.9802729,30.32415670650731,74.52600826,44.52634794156706,94.26249353,maize,monsoon,2,winter,0,0
18.9802729,30.32415670650731,74.52600826,44.52634794156706,94.26249353,maize,monsoon,2,summer,1,0
18.9802729,30.32415670650731,74.52600826,44.52634794156706,94.26249353,maize,monsoon,2,monsoon,2,1
18.9802729,30.32415670650731,74.52600826,44.52634794156706,94.26249353,maize,monsoon,2,year-round,3,0
24.10859207,30.32415670650731,73.13112261,44.52634794156706,71.07562236,maize,monsoon,2,winter,0,0
24.10859207,30.32415670650731,73.13112261,44.52634794156706,71.07562236,maize,monsoon,2,summer,1,0
24.10859207,30.32415670650731,73.13112261,44.52634794156706,71.07562236,maize,monsoon,2,monsoon,2,1
24.10859207,30.32415670650731,73.13112261,44.52634794156706,71.07562236,maize,monsoon,2,year-round,3,0
24.7947077,30.32415670650731,70.04556743,44.52634794156706,76.72860067,maize,monsoon,2,winter,0,0
24.7947077,30.32415670650731,70.04556743,44.52634794156706,76.72860067,maize,monsoon,2,summer,1,0
24.7947077,30.32415670650731,70.04556743,44.52634794156706,76.72860067,maize,monsoon,2,monsoon,2,1
24.7947077,30.32415670650731,70.04556743,44.52634794156706,76.72860067,maize,monsoon,2,year-round,3,0
21.63162756,30.32415670650731,60.27766379,44.52634794156706,69.21803098,maize,monsoon,2,winter,0,0
21.63162756,30.32415670650731,60.27766379,44.52634794156706,69.21803098,maize,monsoon,2,summer,1,0
21.63162756,30.32415670650731,60.27766379,44.52634794156706,69.21803098,maize,monsoon,2,monsoon,2,1
21.63162756,30.32415670650731,60.27766379,44.52634794156706,69.21803098,maize,monsoon,2,year-round,3,0
25.37548751,30.32415670650731,57.21025565,44.52634794156706,101.7004306,maize,monsoon,2,winter,0,0
25.37548751,30.32415670650731,57.21025565,44.52634794156706,101.7004306,maize,monsoon,2,summer,1,0
25.37548751,30.32415670650731,57.21025565,44.52634794156706,101.7004306,maize,monsoon,2,monsoon,2,1
25.37548751,30.32415670650731,57.21025565,44.52634794156706,101.7004306,maize,monsoon,2,year-round,3,0
22.21738222,30.32415670650731,72.85462807,44.52634794156706,106.6213157,maize,monsoon,2,winter,0,0
22.21738222,30.32415670650731,72.85462807,44.52634794156706,106.6213157,maize,monsoon,2,summer,1,0
22.21738222,30.32415670650731,72.85462807,44.52634794156706,106.6213157,maize,monsoon,2,monsoon,2,1
22.21738222,30.32415670650731,72.85462807,44.52634794156706,106.6213157,maize,monsoon,2,year-round,3,0
20.58314011,30.32415670650731,69.00128641,44.52634794156706,66.29390357,maize,monsoon,2,winter,0,0
20.58314011,30.32415670650731,69.00128641,44.52634794156706,66.29390357,maize,monsoon,2,summer,1,0
20.58314011,30.32415670650731,69.00128641,44.52634794156706,66.29390357,maize,monsoon,2,monsoon,2,1
20.58314011,30.32415670650731,69.00128641,44.52634794156706,66.29390357,maize,monsoon,2,year-round,3,0
24.87502824,30.32415670650731,68.74248334,44.52634794156706,91.26056654,maize,monsoon,2,winter,0,0
24.87502824,30.32415670650731,68.74248334,44.52634794156706,91.26056654,maize,monsoon,2,summer,1,0
24.87502824,30.32415670650731,68.74248334,44.52634794156706,91.26056654,maize,monsoon,2,monsoon,2,1
24.87502824,30.32415670650731,68.74248334,44.52634794156706,91.26056654,maize,monsoon,2,year-round,3,0
20.03728219,30.32415670650731,56.35606753,44.52634794156706,109.024141,maize,monsoon,2,winter,0,0
20.03728219,30.32415670650731,56.35606753,44.52634794156706,109.024141,maize,monsoon,2,summer,1,0
20.03728219,30.32415670650731,56.35606753,44.52634794156706,109.024141,maize,monsoon,2,monsoon,2,1
20.03728219,30.32415670650731,56.35606753,44.52634794156706,109.024141,maize,monsoon,2,year-round,3,0
25.95263264,30.32415670650731,61.89082199,44.52634794156706,99.57981207,maize,monsoon,2,winter,0,0
25.95263264,30.32415670650731,61.89082199,44.52634794156706,99.57981207,maize,monsoon,2,summer,1,0
25.95263264,30.32415670650731,61.89082199,44.52634794156706,99.57981207,maize,monsoon,2,monsoon,2,1
25.95263264,30.32415670650731,61.89082199,44.52634794156706,99.57981207,maize,monsoon,2,year-round,3,0
19.28889933,30.32415670650731,65.47050802,44.52634794156706,71.3195307,maize,monsoon,2,winter,0,0
19.28889933,30.32415670650731,65.47050802,44.52634794156706,71.3195307,maize,monsoon,2,summer,1,0
19.28889933,30.32415670650731,65.47050802,44.52634794156706,71.3195307,maize,monsoon,2,monsoon,2,1
19.28889933,30.32415670650731,65.47050802,44.52634794156706,71.3195307,maize,monsoon,2,year-round,3,0
20.57981887,30.32415670650731,65.34583901,44.52634794156706,78.34604471,maize,monsoon,2,winter,0,0
20.57981887,30.32415670650731,65.34583901,44.52634794156706,78.34604471,maize,monsoon,2,summer,1,0
20.57981887,30.32415670650731,65.34583901,44.52634794156706,78.34604471,maize,monsoon,2,monsoon,2,1
20.57981887,30.32415670650731,65.34583901,44.52634794156706,78.34604471,maize,monsoon,2,year-round,3,0
24.71417533,30.32415670650731,56.73426469,44.52634794156706,88.45361858,maize,monsoon,2,winter,0,0
24.71417533,30.32415670650731,56.73426469,44.52634794156706,88.45361858,maize,monsoon,2,summer,1,0
24.71417533,30.32415670650731,56.73426469,44.52634794156706,88.45361858,maize,monsoon,2,monsoon,2,1
24.71417533,30.32415670650731,56.73426469,44.52634794156706,88.45361858,maize,monsoon,2,year-round,3,0
20.27317074,30.32415670650731,63.91281869,44.52634794156706,62.50351892,maize,monsoon,2,winter,0,0
20.27317074,30.32415670650731,63.91281869,44.52634794156706,62.50351892,maize,monsoon,2,summer,1,0
20.27317074,30.32415670650731,63.91281869,44.52634794156706,62.50351892,maize,monsoon,2,monsoon,2,1
20.27317074,30.32415670650731,63.91281869,44.52634794156706,62.50351892,maize,monsoon,2,year-round,3,0
18.41932981,30.32415670650731,64.23580251,44.52634794156706,76.41312437,maize,monsoon,2,winter,0,0
18.41932981,30.32415670650731,64.23580251,44.52634794156706,76.41312437,maize,monsoon,2,summer,1,0
18.41932981,30.32415670650731,64.23580251,44.52634794156706,76.41312437,maize,monsoon,2,monsoon,2,1
18.41932981,30.32415670650731,64.23580251,44.52634794156706,76.41312437,maize,monsoon,2,year-round,3,0
23.39128187,30.32415670650731,61.74427165,44.52634794156706,107.3198135,maize,monsoon,2,winter,0,0
23.39128187,30.32415670650731,61.74427165,44.52634794156706,107.3198135,maize,monsoon,2,summer,1,0
23.39128187,30.32415670650731,61.74427165,44.52634794156706,107.3198135,maize,monsoon,2,monsoon,2,1
23.39128187,30.32415670650731,61.74427165,44.52634794156706,107.3198135,maize,monsoon,2,year-round,3,0
19.84939404,30.32415670650731,61.24500053,44.52634794156706,100.7689246,maize,monsoon,2,winter,0,0
19.84939404,30.32415670650731,61.24500053,44.52634794156706,100.7689246,maize,monsoon,2,summer,1,0
19.84939404,30.32415670650731,61.24500053,44.52634794156706,100.7689246,maize,monsoon,2,monsoon,2,1
19.84939404,30.32415670650731,61.24500053,44.52634794156706,100.7689246,maize,monsoon,2,year-round,3,0
21.869274,30.32415670650731,61.91044947,44.52634794156706,107.2681929,maize,monsoon,2,winter,0,0
21.869274,30.32415670650731,61.91044947,44.52634794156706,107.2681929,maize,monsoon,2,summer,1,0
21.869274,30.32415670650731,61.91044947,44.52634794156706,107.2681929,maize,monsoon,2,monsoon,2,1
21.869274,30.32415670650731,61.91044947,44.52634794156706,107.2681929,maize,monsoon,2,year-round,3,0
22.8056033,30.32415670650731,56.50768935,44.52634794156706,101.5952794,maize,monsoon,2,winter,0,0
22.8056033,30.32415670650731,56.50768935,44.52634794156706,101.5952794,maize,monsoon,2,summer,1,0
22.8056033,30.32415670650731,56.50768935,44.52634794156706,101.5952794,maize,monsoon,2,monsoon,2,1
22.8056033,30.32415670650731,56.50768935,44.52634794156706,101.5952794,maize,monsoon,2,year-round,3,0
19.0781471,30.32415670650731,69.02298571,44.52634794156706,80.72515943,maize,monsoon,2,winter,0,0
19.0781471,30.32415670650731,69.02298571,44.52634794156706,80.72515943,maize,monsoon,2,summer,1,0
19.0781471,30.32415670650731,69.02298571,44.52634794156706,80.72515943,maize,monsoon,2,monsoon,2,1
19.0781471,30.32415670650731,69.02298571,44.52634794156706,80.72515943,maize,monsoon,2,year-round,3,0
22.02720976,30.32415670650731,65.35549924,44.52634794156706,83.73280082,maize,monsoon,2,winter,0,0
22.02720976,30.32415670650731,65.35549924,44.52634794156706,83.73280082,maize,monsoon,2,summer,1,0
22.02720976,30.32415670650731,65.35549924,44.52634794156706,83.73280082,maize,monsoon,2,monsoon,2,1
22.02720976,30.32415670650731,65.35549924,44.52634794156706,83.73280082,maize,monsoon,2,year-round,3,0
23.80546189,30.32415670650731,59.24537979,44.52634794156706,89.9622014,maize,monsoon,2,winter,0,0
23.80546189,30.32415670650731,59.24537979,44.52634794156706,89.9622014,maize,monsoon,2,summer,1,0
23.80546189,30.32415670650731,59.24537979,44.52634794156706,89.9622014,maize,monsoon,2,monsoon,2,1
23.80546189,30.32415670650731,59.24537979,44.52634794156706,89.9622014,maize,monsoon,2,year-round,3,0
18.52510753,30.32415670650731,69.0276233,44.52634794156706,88.10234397,maize,monsoon,2,winter,0,0
18.52510753,30.32415670650731,69.0276233,44.52634794156706,88.10234397,maize,monsoon,2,summer,1,0
18.52510753,30.32415670650731,69.0276233,44.52634794156706,88.10234397,maize,monsoon,2,monsoon,2,1
18.52510753,30.32415670650731,69.0276233,44.52634794156706,88.10234397,maize,monsoon,2,year-round,3,0
23.50297882,30.32415670650731,61.32026065,44.52634794156706,64.77791424,maize,monsoon,2,winter,0,0
23.50297882,30.32415670650731,61.32026065,44.52634794156706,64.77791424,maize,monsoon,2,summer,1,0
23.50297882,30.32415670650731,61.32026065,44.52634794156706,64.77791424,maize,monsoon,2,monsoon,2,1
23.50297882,30.32415670650731,61.32026065,44.52634794156706,64.77791424,maize,monsoon,2,year-round,3,0
26.54986394,30.32415670650731,72.89187265,44.52634794156706,73.33636055,maize,monsoon,2,winter,0,0
26.54986394,30.32415670650731,72.89187265,44.52634794156706,73.33636055,maize,monsoon,2,summer,1,0
26.54986394,30.32415670650731,72.89187265,44.52634794156706,73.33636055,maize,monsoon,2,monsoon,2,1
26.54986394,30.32415670650731,72.89187265,44.52634794156706,73.33636055,maize,monsoon,2,year-round,3,0
19.29563411,30.32415670650731,69.63481219,44.52634794156706,83.21030571,maize,monsoon,2,winter,0,0
19.29563411,30.32415670650731,69.63481219,44.52634794156706,83.21030571,maize,monsoon,2,summer,1,0
19.29563411,30.32415670650731,69.63481219,44.52634794156706,83.21030571,maize,monsoon,2,monsoon,2,1
19.29563411,30.32415670650731,69.63481219,44.52634794156706,83.21030571,maize,monsoon,2,year-round,3,0
20.68899915,30.32415670650731,59.4375337,44.52634794156706,103.651438,maize,monsoon,2,winter,0,0
20.68899915,30.32415670650731,59.4375337,44.52634794156706,103.651438,maize,monsoon,2,summer,1,0
20.68899915,30.32415670650731,59.4375337,44.52634794156706,103.651438,maize,monsoon,2,monsoon,2,1
20.68899915,30.32415670650731,59.4375337,44.52634794156706,103.651438,maize,monsoon,2,year-round,3,0
19.32666088,30.32415670650731,68.034493,44.52634794156706,84.22969177,maize,monsoon,2,winter,0,0
19.32666088,30.32415670650731,68.034493,44.52634794156706,84.22969177,maize,monsoon,2,summer,1,0
19.32666088,30.32415670650731,68.034493,44.52634794156706,84.22969177,maize,monsoon,2,monsoon,2,1
19.32666088,30.32415670650731,68.034493,44.52634794156706,84.22969177,maize,monsoon,2,year-round,3,0
24.60532218,30.32415670650731,73.58868502,44.52634794156706,96.59195302,maize,monsoon,2,winter,0,0
24.60532218,30.32415670650731,73.58868502,44.52634794156706,96.59195302,maize,monsoon,2,summer,1,0
24.60532218,30.32415670650731,73.58868502,44.52634794156706,96.59195302,maize,monsoon,2,monsoon,2,1
24.60532218,30.32415670650731,73.58868502,44.52634794156706,96.59195302,maize,monsoon,2,year-round,3,0
22.27373646,30.32415670650731,59.52193158,44.52634794156706,67.96704792,maize,monsoon,2,winter,0,0
22.27373646,30.32415670650731,59.52193158,44.52634794156706,67.96704792,maize,monsoon,2,summer,1,0
22.27373646,30.32415670650731,59.52193158,44.52634794156706,67.96704792,maize,monsoon,2,monsoon,2,1
22.27373646,30.32415670650731,59.52193158,44.52634794156706,67.96704792,maize,monsoon,2,year-round,3,0
25.70196694,30.32415670650731,61.33450447,44.52634794156706,83.20711308,maize,monsoon,2,winter,0,0
25.70196694,30.32415670650731,61.33450447,44.52634794156706,83.20711308,maize,monsoon,2,summer,1,0
25.70196694,30.32415670650731,61.33450447,44.52634794156706,83.20711308,maize,monsoon,2,monsoon,2,1
25.70196694,30.32415670650731,61.33450447,44.52634794156706,83.20711308,maize,monsoon,2,year-round,3,0
19.20129357,30.32415670650731,68.30578978,44.52634794156706,87.85092352,maize,monsoon,2,winter,0,0
19.20129357,30.32415670650731,68.30578978,44.52634794156706,87.85092352,maize,monsoon,2,summer,1,0
19.20129357,30.32415670650731,68.30578978,44.52634794156706,87.85092352,maize,monsoon,2,monsoon,2,1
19.20129357,30.32415670650731,68.30578978,44.52634794156706,87.85092352,maize,monsoon,2,year-round,3,0
21.70181447,30.32415670650731,60.47470519,44.52634794156706,95.71388473,maize,monsoon,2,winter,0,0
21.70181447,30.32415670650731,60.47470519,44.52634794156706,95.71388473,maize,monsoon,2,summer,1,0
21.70181447,30.32415670650731,60.47470519,44.52634794156706,95.71388473,maize,monsoon,2,monsoon,2,1
21.70181447,30.32415670650731,60.47470519,44.52634794156706,95.71388473,maize,monsoon,2,year-round,3,0
20.51716779,30.32415670650731,59.21235483,44.52634794156706,67.61013737,maize,monsoon,2,winter,0,0
20.51716779,30.32415670650731,59.21235483,44.52634794156706,67.61013737,maize,monsoon,2,summer,1,0
20.51716779,30.32415670650731,59.21235483,44.52634794156706,67.61013737,maize,monsoon,2,monsoon,2,1
20.51716779,30.32415670650731,59.21235483,44.52634794156706,67.61013737,maize,monsoon,2,year-round,3,0
23.30355338,30.32415670650731,73.62548442,44.52634794156706,97.59081274,maize,monsoon,2,winter,0,0
23.30355338,30.32415670650731,73.62548442,44.52634794156706,97.59081274,maize,monsoon,2,summer,1,0
23.30355338,30.32415670650731,73.62548442,44.52634794156706,97.59081274,maize,monsoon,2,monsoon,2,1
23.30355338,30.32415670650731,73.62548442,44.52634794156706,97.59081274,maize,monsoon,2,year-round,3,0
24.2547451,30.32415670650731,55.64709899,44.52634794156706,64.23845455,maize,monsoon,2,winter,0,0
24.2547451,30.32415670650731,55.64709899,44.52634794156706,64.23845455,maize,monsoon,2,summer,1,0
24.2547451,30.32415670650731,55.64709899,44.52634794156706,64.23845455,maize,monsoon,2,monsoon,2,1
24.2547451,30.32415670650731,55.64709899,44.52634794156706,64.23845455,maize,monsoon,2,year-round,3,0
24.86374934,30.32415670650731,65.7420046,44.52634794156706,75.82270467,maize,monsoon,2,winter,0,0
24.86374934,30.32415670650731,65.7420046,44.52634794156706,75.82270467,maize,monsoon,2,summer,1,0
24.86374934,30.32415670650731,65.7420046,44.52634794156706,75.82270467,maize,monsoon,2,monsoon,2,1
24.86374934,30.32415670650731,65.7420046,44.52634794156706,75.82270467,maize,monsoon,2,year-round,3,0
22.6265115,30.32415670650731,65.77472881,44.52634794156706,88.17251033,maize,monsoon,2,winter,0,0
22.6265115,30.32415670650731,65.77472881,44.52634794156706,88.17251033,maize,monsoon,2,summer,1,0
22.6265115,30.32415670650731,65.77472881,44.52634794156706,88.17251033,maize,monsoon,2,monsoon,2,1
22.6265115,30.32415670650731,65.77472881,44.52634794156706,88.17251033,maize,monsoon,2,year-round,3,0
18.04185513,30.32415670650731,60.61494304,44.52634794156706,104.2321615,maize,monsoon,2,winter,0,0
18.04185513,30.32415670650731,60.61494304,44.52634794156706,104.2321615,maize,monsoon,2,summer,1,0
18.04185513,30.32415670650731,60.61494304,44.52634794156706,104.2321615,maize,monsoon,2,monsoon,2,1
18.04185513,30.32415670650731,60.61494304,44.52634794156706,104.2321615,maize,monsoon,2,year-round,3,0
23.26237612,30.32415670650731,72.33125523,44.52634794156706,67.10225139,maize,monsoon,2,winter,0,0
23.26237612,30.32415670650731,72.33125523,44.52634794156706,67.10225139,maize,monsoon,2,summer,1,0
23.26237612,30.32415670650731,72.33125523,44.52634794156706,67.10225139,maize,monsoon,2,monsoon,2,1
23.26237612,30.32415670650731,72.33125523,44.52634794156706,67.10225139,maize,monsoon,2,year-round,3,0
22.88330922,30.32415670650731,71.59722446,44.52634794156706,67.72777298,maize,monsoon,2,winter,0,0
22.88330922,30.32415670650731,71.59722446,44.52634794156706,67.72777298,maize,monsoon,2,summer,1,0
22.88330922,30.32415670650731,71.59722446,44.52634794156706,67.72777298,maize,monsoon,2,monsoon,2,1
22.88330922,30.32415670650731,71.59722446,44.52634794156706,67.72777298,maize,monsoon,2,year-round,3,0
25.97482359,30.32415670650731,69.36385721,44.52634794156706,103.2234212,maize,monsoon,2,winter,0,0
25.97482359,30.32415670650731,69.36385721,44.52634794156706,103.2234212,maize,monsoon,2,summer,1,0
25.97482359,30.32415670650731,69.36385721,44.52634794156706,103.2234212,maize,monsoon,2,monsoon,2,1
25.97482359,30.32415670650731,69.36385721,44.52634794156706,103.2234212,maize,monsoon,2,year-round,3,0
26.14384005,30.32415670650731,66.20569924,44.52634794156706,107.2361366,maize,monsoon,2,winter,0,0
26.14384005,30.32415670650731,66.20569924,44.52634794156706,107.2361366,maize,monsoon,2,summer,1,0
26.14384005,30.32415670650731,66.20569924,44.52634794156706,107.2361366,maize,monsoon,2,monsoon,2,1
26.14384005,30.32415670650731,66.20569924,44.52634794156706,107.2361366,maize,monsoon,2,year-round,3,0
